Males,830,,,1.,Depressive disorders,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,831,,,,a.,Major depressive disorder,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,832,,,,b.,Dysthymia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,840,,,2.,Bipolar disorder,,.,.,.,.,.,0.0,.,0.0,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,0.0,.,0.0,.,.,.,.,.,0.0,.,.,0.0,.,0.0,.,.,0.0,.,.,0.0,.,0.0,.,.,0.0,.,.,.,.,0.0,.,.,.,.,.,.,0.0,0.1,.,.,.,0.0,.,0.0,.,.,.,.,.,.,.,0.0,.,.,.,.,.,0.0,0.0,0.0,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,0.0,.,.,.,.,.,.,.,.,0.0,0.0,.,.,.,.,0.0,.,.,.,.,.,.,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,0.0,0.0,.,.,.,.,0.0,0.0,.,.,0.0,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,0.1,0.0,.,.,0.0,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,850,,,3.,Schizophrenia,,.,.,.,.,0.0,0.0,0.0,0.0,0.0,.,.,.,.,0.0,.,0.0,.,.,.,.,.,.,0.4,0.0,0.0,.,.,.,.,.,0.1,.,.,0.0,.,0.0,.,.,0.0,.,0.0,0.0,0.0,.,.,.,0.0,.,.,.,.,0.0,.,.,0.0,.,.,.,0.0,0.3,.,.,.,0.2,.,0.0,.,.,.,.,0.0,.,.,0.0,0.0,.,.,.,.,0.0,0.0,0.2,.,0.5,.,.,.,.,.,.,.,0.0,.,.,.,.,0.0,0.0,.,.,.,.,.,.,.,0.0,0.1,.,.,.,.,.,.,.,.,0.0,0.0,0.0,.,.,.,0.0,.,.,0.0,.,0.0,.,0.1,0.0,0.0,.,0.0,0.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,0.0,0.0,.,.,.,.,0.1,0.0,.,.,0.0,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,0.4,0.0,.,.,0.0,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,860,,,4.,Alcohol use disorders,,0.1,0.0,0.1,0.2,0.0,0.4,0.0,0.3,0.4,0.2,0.0,0.0,0.2,0.0,1.9,0.4,0.0,0.1,0.0,0.3,0.1,0.0,6.4,0.0,0.0,0.1,0.1,0.0,0.1,0.2,1.2,0.0,0.1,0.2,17.8,0.0,0.0,0.0,0.1,0.2,0.2,0.6,0.0,0.4,0.3,0.5,0.5,0.0,0.1,0.3,0.1,0.6,0.0,0.0,0.1,0.0,0.6,0.0,0.4,2.6,0.0,0.0,0.0,5.0,0.2,0.0,0.0,1.7,0.1,0.0,0.0,0.3,0.3,0.4,0.0,21.9,0.6,0.2,0.0,0.0,0.0,0.2,0.0,0.5,0.0,1.0,0.3,0.0,0.0,0.3,0.1,0.2,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.1,2.8,0.0,0.5,0.0,0.1,0.3,0.3,0.0,0.2,0.5,0.0,0.3,0.1,0.8,0.0,0.2,0.0,2.4,0.0,0.1,0.4,0.3,0.4,4.6,0.1,0.0,1.0,0.2,0.3,22.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.2,0.4,0.0,0.1,0.8,0.0,0.3,0.1,0.1,0.0,0.3,0.2,0.0,0.1,0.5,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.2,4.7,0.1,1.1,0.2,11.4,0.1,0.1,0.0,0.0,0.8,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,870,,,5.,Drug use disorders,,0.2,0.0,0.7,0.2,0.0,0.5,0.0,1.2,0.1,0.0,0.0,0.0,1.8,0.0,0.3,0.2,0.0,0.2,0.0,0.2,0.0,0.0,1.8,0.0,0.1,0.2,0.0,0.0,0.0,0.8,2.5,0.0,0.2,0.1,13.2,0.4,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.1,0.2,0.5,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.2,1.0,0.0,0.0,0.1,1.1,0.6,0.2,0.0,0.2,0.1,0.0,0.0,0.1,0.1,0.0,0.0,8.5,0.6,1.8,0.3,0.1,0.1,0.4,0.0,0.3,0.1,0.5,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.1,0.1,0.0,0.0,0.1,5.5,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.4,0.5,0.2,0.1,0.0,0.1,0.0,0.2,7.1,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.2,0.8,0.0,0.3,0.1,0.2,0.0,0.7,0.0,0.1,0.0,0.0,0.2,0.7,0.0,0.2,0.9,0.4,2.1,0.4,47.8,0.0,0.2,0.0,0.1,1.1,0.5,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,871,,,,a.,Opioid use disorders,0.1,0.0,0.6,0.1,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.1,0.0,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.6,1.8,0.0,0.1,0.1,9.6,0.3,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.1,0.2,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.4,0.0,0.0,0.0,0.4,0.5,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,5.0,0.4,1.6,0.3,0.1,0.0,0.2,0.0,0.2,0.1,0.4,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,3.9,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.3,0.4,0.1,0.1,0.0,0.0,0.0,0.1,5.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.1,0.6,0.0,0.2,0.1,0.1,0.0,0.6,0.0,0.1,0.0,0.0,0.1,0.5,0.0,0.1,0.7,0.4,1.2,0.2,36.5,0.0,0.2,0.0,0.1,0.8,0.4,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,872,,,,b.,Cocaine use disorders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,873,,,,c.,Amphetamine use disorders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,874,,,,d.,Cannabis use disorders,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,875,,,,e.,Other drug use disorders,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.1,0.0,3.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.6,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,1.1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.8,0.2,7.2,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,880,,,6.,Anxiety disorders,,.,.,.,.,.,0.0,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,0.0,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,0.0,0.0,.,.,.,.,.,.,.,.,.,0.0,.,0.0,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,890,,,7.,Eating disorders,,0.0,0.0,0.0,0.0,.,.,.,.,.,0.0,0.0,0.0,0.0,.,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,.,0.0,.,0.0,0.0,.,0.0,.,.,.,.,0.0,0.0,.,0.0,0.0,0.0,0.0,.,0.0,0.0,.,0.0,0.0,0.0,.,.,0.0,0.0,0.0,.,0.0,.,.,0.0,0.0,0.0,.,0.0,0.0,.,.,0.0,0.0,0.0,0.0,.,.,.,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,0.0,0.0,.,.,0.0,0.0,.,0.0,.,0.0,.,.,.,0.0,.,.,.,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,.,0.0,0.0,.,.,.,0.0,0.0,0.0,0.0,.,.,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,0.0,0.0,.,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,900,,,8.,Autism and Asperger syndrome,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,910,,,9.,Childhood behavioural disorders,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,911,,,,a.,Attention deficit/hyperactivity syndrome,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,912,,,,b.,Conduct disorder,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Males,920,,,10.,Idiopathic intellectual disability,,.,.,.,.,.,0.0,0.0,0.0,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,0.1,0.0,0.0,.,.,.,.,.,0.0,.,.,0.0,.,0.0,.,.,.,.,.,0.0,0.0,0.0,.,.,0.0,.,.,.,.,0.0,.,.,0.0,.,.,.,0.0,0.1,.,.,.,0.1,.,0.0,.,.,.,.,.,.,.,0.1,.,.,.,.,.,.,0.0,0.1,.,0.1,.,.,.,.,.,.,.,0.0,.,.,.,.,0.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,0.1,0.0,0.0,.,.,.,0.0,.,.,0.0,.,0.0,.,0.0,0.0,0.0,.,0.0,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,0.0,.,.,.,0.0,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,0.2,0.0,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
